lord_id,name,alliance_id,alliance_tag,town_center,home_server,in_power_rankings,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
16106829,Rasska 4,197158,~ID~,18,193,True,2485156,193,-,Springwardens,-,2485156,581114,224233,496789,1183020,-,126774,-,71,746,-,64497463,51285002,25516004,9345258,40,72535858,157,729,137224395,146580829,76365764,16398053,42433,0,0,0,0,0
15891181,NatsuFarm02,197095,-IA-,19,193,True,2484194,193,6219,League of Order,-,2484194,488237,416320,757277,822360,17209,524417,-,79,258,2,326432246,332503608,257017865,1078456,-,642217961,574,1920,430413723,446618998,287054621,37442340,64297,244,5975,0,0,0
8097354,teayang111,-,-,18,193,True,2438452,193,1111960,Springwardens,-,2440022,591976,264460,571316,1010700,6488,1648453,-,328,1642,27,31785931,34210603,22431854,9548799,48,244299,1,11370,-,-,-,-,-,0,100700,160929,568128,279507
8126201,Perron21,-,-,15,193,True,2395278,193,34240,League of Order,-,2395278,508271,157953,455433,1273621,4564,1068321,7,357,2288,3,47918695,39941420,17568296,8065093,140,-,-,3584,71412700,66219600,28013125,5231750,7352,0,200,0,16232,15519
14155581,死ᴷʳᵘˡ死ᵀᵉᵖᵉˢ死,197158,~ID~,21,193,True,2308401,193,37,League of Order,-,2308401,488868,149325,1354858,315350,-,34101,-,4,4,3,500497816,413397047,345462955,1570800,-,504524544,358,1292,448767327,393600694,297877013,14189000,23345,0,0,0,0,0
8120798,Lord Mael,290727,DUEL,18,193,True,2304611,193,-,League of Order,-,2304611,512718,281550,622123,888220,-,294242,-,111,599,1,147396,59319,995997,323428,-,-,-,2589,16890950,15742950,12076300,2658590,5490,0,0,0,0,0
8107616,Amaterasu003,-,-,17,193,True,2174331,193,32023,Springwardens,-,2867581,885132,369153,639096,280950,3701,306217,26,86,1438,4,47830121,48523858,23289278,8030216,215,-,-,409,-,-,-,-,-,0,126,36,0,22048
7455489,SHAMASH00O,201096,~IG~,20,193,True,2161437,193,3222,League of Order,22,2161437,473202,266361,944504,477370,1189,27610,-,52,93,-,35948724,37706573,306123760,24248024,160,-,-,786,152804742,152900795,177998036,35574380,9315,0,37,64,751,2370
8093212,ˢˢapek,-,-,19,193,True,2147980,193,28019,League of Order,-,2147980,537478,339672,704980,565850,270,127270,6,89,874,24,19389782,21505020,12017443,8962688,-,-,-,6889,552500,552500,414500,55500,-,0,107,0,8924,17358
20332589,ᴸᴵᴼᴻᴱ s s Farm,201096,~IG~,18,193,True,2118448,193,-,League of Order,-,2118448,488431,327032,696705,606280,-,20646,-,14,608,3,75961619,64288369,11952402,5924910,-,149390469,73,750,206608087,198542710,98593814,25750450,9251,0,0,0,0,0
10481581,ᴹᴵᴺᴵ Arslan ᴵᴵᴵ,290727,DUEL,19,193,True,2008034,193,812,Wilderburg,319,2008034,316015,253988,843081,594950,2000,250726,25,64,98,1,232185658,211315859,221755597,-,-,-,-,2254,117297202,103068622,56758706,30705150,16391,600,71,34,28,41
18781831,AI SỢ THÌ FARM,201096,~IG~,20,193,True,1949161,193,-,League of Order,-,1949161,355093,158471,1037497,398100,-,-,-,-,-,-,98341712,85352175,142538106,2436000,-,-,-,444,137059600,131601900,76688350,15389150,15000,0,0,0,0,0
8119484,Szympans,-,-,17,193,True,1936845,193,59233,Springwardens,-,1936845,559940,249387,426902,700616,373,261808,1,168,422,-,1940349,2610378,4008745,3720861,92,-,-,1799,4382000,4791000,4248700,1128000,8721,0,2211,1504,30498,24556
12190595,Kleiner Jurban,197158,~ID~,19,193,True,1935372,193,4361,League of Order,2936,1935372,407723,314155,735474,478020,12163,111374,-,27,61,-,24461818,29798593,19953477,8444100,-,-,-,383,67008400,72918902,44921567,16036550,13755,0,2271,996,958,136
15632346,死ᴬˡᵇᵉᵈᵒ死,196183,-IR-,19,193,True,1879375,27017,113,League of Order,4000,1879375,465579,158875,751421,503500,-,133877,-,8,22,3,423212273,363578715,308263056,1110900,-,598598405,379,1227,422676887,387641261,314761902,12528000,21292,0,0,0,0,0
18390426,Zenitsu farm1,-,-,20,193,True,1857860,193,-,League of Order,-,1857860,185444,121123,1068423,482870,-,3054,-,3,45,-,330245161,59049284,44178750,420000,-,257912695,262,336,404551187,158691098,108450934,11668800,13717,0,0,0,0,0
6501701,FarmNatsu,290727,DUEL,19,193,True,1810452,193,140957,League of Order,-,1810452,307582,317857,696413,488600,37677,336760,42,165,1178,49,24177007,26143013,23354762,2948924,-,20364779,22,3357,37726719,29796769,16506040,10444500,24101,0,2146,30047,51750,40519
11422593,死ˢᵉʳᵃᵖʰ死,197158,~ID~,19,193,True,1692491,193,4426,League of Order,-,1692491,368171,113259,760461,450600,31927,404172,-,9,76,-,269179953,251575774,211054857,3123183,-,255234831,153,969,209458501,216754758,154096948,9012190,12760,0,0,0,0,0
9356875,GunterGold,197095,-IA-,16,193,True,1673258,193,427741,League of Order,242,1706651,315356,158819,333533,865550,30701,820583,-,223,732,4,374497947,4851749,1498653,-,-,164584040,92,3711,303778433,37358966,18008355,5159750,10492,1342,1721,11339,316430,96909
13238690,Maia013Farm,201096,IM-G,19,193,True,1607652,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19359073,NicoFarm1,201096,~IG~,17,193,True,1537296,193,85,League of Order,-,1537296,525909,232125,470962,308300,809,22478,-,22,47,1,249833760,124469986,43903677,1890000,-,-,-,732,223237913,176535984,58009767,15401460,10385,0,0,0,0,0
8163513,SHAMASH00G,201096,~IG~,19,193,True,1513637,193,40,League of Order,25,1513637,253647,115562,714428,430000,879,28434,-,11,97,-,388271216,37502296,31376928,19368554,160,-,-,665,254613931,161972152,92088544,25017570,9787,0,0,0,0,0
20073328,ᶜᵒᵐᵐᵃⁿᵈᵉʳsanji,197095,-IA-,19,193,True,1509071,193,20,League of Order,7,1509071,142120,55990,892761,418200,-,10330,-,3,-,-,126173752,119326230,95849004,-,-,275229158,194,608,233487669,243943054,149332514,6129491,17329,0,0,0,0,0
8046255,poppajobe 1,-,-,15,193,True,1508163,193,11669,Wilderburg,-,1508163,272425,173765,320023,741350,3583,236400,-,264,551,-,2000695,1441353,1996655,971154,-,-,-,80,-,-,-,-,-,0,0,4113,6937,619
8090425,AJ123456789,-,-,18,193,True,1482262,193,29545,Springwardens,-,1482262,216636,227457,444889,593280,4798,156488,21,428,258,4,5300907,4804857,2103319,1092000,22,-,-,110,43355530,45138570,24543775,8337800,17052,0,0,858,4264,21179
20688354,Madam E,201096,~IG~,16,193,True,1476351,193,-,Wilderburg,-,1476351,436070,186605,418986,434690,-,48085,-,13,439,-,69853569,60218491,55868671,2121000,-,97111593,162,289,123354190,122524977,67010893,8761150,11127,0,0,0,0,0
9053843,GunterWood,197095,-IA-,16,193,True,1435628,193,32968,League of Order,-,1435628,319351,164296,368931,583050,-,52759,-,36,291,-,6660,208829613,477935,10,10,117793377,66,1557,16024300,156124521,3463200,1259000,5508,0,0,0,18486,14482
8110420,PANINO,-,-,15,193,True,1428935,193,6521,Wilderburg,-,1428935,366128,277873,393644,391290,963,42914,4,55,355,6,581960,213677,116629,-,20,-,-,1897,24267100,22689600,15534550,3429250,1465,0,0,0,0,0
8092812,Fürstanna123,-,-,14,193,True,1403240,193,12309,Springwardens,-,1403240,506385,248848,256187,391820,9682,257529,-,316,147,-,311842,126000,111642,-,-,-,-,535,-,-,-,-,-,0,72,4015,5598,2624
13294225,Sicarii farm,197158,~ID~,18,193,True,1360967,193,-,League of Order,-,1360967,272337,173551,494569,420510,-,34376,-,42,142,-,3718412,2787753,1183839,960336,-,-,-,559,34430800,30026500,20062800,2756600,12704,0,0,0,0,0
10154271,GunterOre,197095,-IA-,17,193,True,1347251,193,77219,League of Order,1396,1367409,182508,109595,344778,710370,52606,227555,24,33,297,3,70716,70290,163196703,44100,-,86038295,48,2445,14666793,20912371,134323628,1942250,925,942,1146,1706,57346,14714
20236406,LemmyTheOak,197095,-IA-,16,193,True,1306910,193,-,League of Order,-,1306910,267653,145938,337259,556060,-,45583,-,39,299,-,83297793,83550024,53819960,4499330,-,-,-,2322,54230700,52363800,21121200,7072150,6291,0,0,0,0,0
16826780,死ᵁⁿᵈᶦⁿᵉ死,197158,~ID~,17,193,True,1297838,193,9530,Springwardens,-,1297838,273169,116849,372170,535650,8714,33234,6,58,280,5,55768566,53830915,43620689,2856000,-,-,-,945,46199008,44848748,25495310,5171950,14120,0,1267,109,758,7260
8090799,Behemonths,-,-,16,193,True,1291321,193,28116,League of Order,-,1291321,233283,163861,392127,502050,7741,89828,-,187,501,16,765042,761974,797841,-,20,-,-,1649,2209500,1699500,1461500,1364500,5000,0,0,6155,12792,9169
7590003,HiThere,-,-,17,193,True,1281921,193,9466,Springwardens,-,1393269,249715,142118,399238,490850,9058,123222,-,38,635,4,10560971,7505161,7696832,4187662,5,-,-,4695,-,-,-,-,1000,0,5345,1576,1380,1165
14038911,ThunderLady F4,197095,-IA-,17,193,True,1196324,193,-,Wilderburg,-,1196324,259052,110237,427615,399420,-,769,-,6,55,-,17542034,147323763,10244500,4914000,-,97795694,149,758,79846564,175336441,41912829,9767000,11828,0,0,0,0,0
8096509,Trlrboy,-,-,17,193,True,1090537,193,37940,League of Order,1392,1451849,-,159900,378987,551650,12891,86932,-,107,487,2,3002821,1510154,914833,3356952,-,-,-,4973,48419709,40405642,19915702,410500,21500,0,2311,4122,17908,13599
17668801,Grakh,332840,vlr,13,193,True,991709,193,332,Wilderburg,-,997134,147761,54711,117637,671600,4531,55585,-,19,316,-,27379504,26415893,10738429,1176000,-,-,-,117,36840768,32614928,12630374,1075250,14218,0,0,0,0,0
8107774,kenjefferson,-,-,16,193,True,875099,193,28092,Springwardens,-,875099,214244,92373,286782,281700,16579,165090,5,111,70,1,556930,-,528582,-,-,-,-,85,748100,701600,542500,59500,1170,0,124,569,20295,6012
8099828,SÄKÌ,-,-,18,193,True,862901,193,12591,League of Order,-,981095,-,144031,490770,228100,15745,71220,-,67,104,-,31426,5075,298855,-,-,-,-,1054,-,-,-,-,-,0,468,1876,9345,902
16392530,Devil Farm,201096,~IG~,16,193,True,778222,193,-,League of Order,-,778222,242219,98769,293484,143750,-,683,-,6,33,-,22302000,32803560,14946610,7560000,-,-,-,107,19848900,18947400,11987150,1763750,5600,0,0,0,0,0
8121524,Cygal,-,-,14,193,True,751983,193,9773,Wilderburg,-,751983,135662,57881,146490,411950,439,47284,14,116,386,7,2307879,1287657,444623,129521,-,-,-,915,3323000,1623000,938750,58000,-,0,54,0,0,7375
18020279,retokill mini 3rd,197158,~ID~,15,193,True,682632,193,-,League of Order,-,682632,119747,85628,239357,237900,-,3816,-,19,26,-,29880639,17597662,15214326,756000,-,-,-,219,23474600,21071700,7557050,1311500,6000,0,0,0,0,0
8114988,ˢˢBestOrcLord,-,-,13,193,True,679653,193,26020,Wilderburg,-,679653,133767,38873,137019,369994,7816,94519,5,127,234,-,342454,1015183,915900,500482,28,-,-,1484,455000,455000,341500,100000,-,0,200,8919,8200,6933
8112297,Gruby1337,-,-,12,193,True,544669,193,6756,League of Order,-,544669,85733,35494,99298,324144,2670,3655,-,26,110,-,531474,1951462,1945005,168000,-,-,-,93,6569900,7365600,5481950,85500,3498,0,0,137,6039,580
20478999,XiaanZIAFF,-,-,14,193,True,539746,193,-,Wilderburg,-,539746,200261,16882,139103,183500,-,25758,-,20,834,-,71569656,57159435,72938250,-,-,-,-,161,26986900,26166000,6420700,435500,-,0,0,0,0,0
8119315,ThunderMCM,-,-,12,193,True,534984,193,4673,Wilderburg,-,534984,127493,124171,101720,181600,1488,6756,8,21,131,-,206469,78435,117180,-,-,-,-,223,252500,252500,268500,25000,-,0,0,0,325,2384
20479290,Xuyang425FF,-,-,14,193,True,527709,193,-,Wilderburg,-,527709,206611,16882,125316,178900,-,31818,-,80,820,-,59502214,80123644,66710082,-,-,-,-,146,29736400,27014500,5542200,324000,-,0,0,0,0,0
20479080,ZhifengVEHFF,-,-,14,193,True,518226,193,-,Wilderburg,-,518226,182641,16882,139103,179600,-,32919,-,4,842,-,53174743,60158471,44710171,-,-,-,-,326,25490100,22071800,6400700,420500,-,0,0,0,0,0
8100342,Lord8100342,-,-,11,193,True,506507,193,3506,Wilderburg,-,554243,98309,24792,82456,300950,1736,16314,-,24,140,1,274751,1550778,737497,-,-,-,-,1427,172000,177000,133250,1000,-,0,0,0,3413,93
20478956,ZhengyunMNYXFF,-,-,14,193,True,498933,193,-,League of Order,-,498933,177941,16882,121810,182300,-,24746,-,-,828,-,50325400,60215640,51646037,-,-,-,-,316,25569600,23101300,5349200,305000,-,0,0,0,0,0
20497135,QingsunYWFF,290821,-Mgl,14,193,True,497879,193,-,League of Order,-,497879,192781,16882,125316,162900,-,23975,-,3,819,-,64704000,51005263,65436963,-,-,-,-,76,26079400,23103500,5514200,338000,-,0,0,0,0,0
8120406,Cinarx1010,296046,M~~d,12,193,True,486818,193,-,Wilderburg,-,486818,132580,116976,96442,140820,-,11653,-,49,33,-,379872,1185420,283500,-,-,-,-,230,3887700,3691800,2047200,15500,2118,0,0,0,0,0
20479016,U7NYCPLFF,-,-,14,193,True,476099,193,-,League of Order,-,476099,177391,16882,116926,164900,-,24794,-,-,828,-,63498790,68852350,44666580,-,-,-,-,181,21641600,22141300,5215200,287500,-,0,0,0,0,0
8105221,MalverEC,-,-,12,193,True,456816,193,-,Springwardens,-,456816,79661,21537,74344,281274,-,30609,-,40,177,-,2793022,617400,122850,-,-,-,-,54,14777500,12049600,4411100,90000,8195,0,0,0,0,0
20512431,WeixieCBSFF,-,-,13,193,True,451914,193,-,Wilderburg,-,451914,154081,16882,98751,182200,-,34077,-,30,712,-,45040171,51752695,32730594,-,-,-,-,81,23288400,18498500,4681200,226500,-,0,0,0,0,0
20512322,L142GKFF,-,-,14,193,True,443239,193,-,Wilderburg,-,443239,147781,16882,112376,166200,-,34088,-,41,714,-,46220703,48334937,34925363,-,-,-,-,66,20904400,19554500,5141700,296500,-,0,0,0,0,0
8101967,call me B,-,-,13,193,True,414642,193,6971,Springwardens,-,458955,42206,29394,87992,255050,4217,5912,-,28,159,-,1231139,305419,1505774,1231383,-,-,-,1574,-,-,-,-,-,0,103,0,6139,729
16188483,ItsFred again,-,-,16,193,True,410496,193,-,Springwardens,-,410496,47462,11929,237305,113800,-,816,-,-,22,-,-,1153350,-,-,-,-,-,120,17368900,15273900,11176500,965000,27517,0,0,0,0,0
8117554,Momy,-,-,11,193,True,409629,193,9957,Wilderburg,-,409629,56617,13172,55620,284220,13889,87961,2,58,72,1,93783,214368,2289,-,-,-,-,25,6471302,5831659,3609356,24000,2212,135,328,731,4842,3667
20538231,YangluoOEHNFF,-,-,13,193,True,403264,193,-,League of Order,-,403264,150531,16882,98751,137100,-,22012,-,2,638,-,45461351,39553000,36252278,-,-,-,-,28,22185900,18948000,4681200,226500,-,0,0,0,0,0
8092909,BambolaVooDoo,-,-,11,193,True,398371,193,360,Springwardens,-,398371,128357,78060,85484,106470,-,1031,-,3,25,-,-,-,132699,-,-,-,-,63,180300,196400,137250,3000,-,0,0,0,0,0
8089008,LMXN,296046,M~~d,10,193,True,394909,193,8746,Wilderburg,-,394909,69789,39587,45483,240050,4205,4163,-,31,30,-,-,-,-,32684,-,-,-,323,2080078,2242584,829163,2000,3202,0,0,2898,5848,0
19380462,死ᴸᵉᵍᶦᵒⁿ死,197158,~ID~,15,193,True,380790,193,-,League of Order,-,380790,35410,6043,194587,144750,-,14,-,-,1,-,35786818,32760988,30151331,-,-,-,-,187,12886400,13007300,8250050,968250,3050,0,0,0,0,0
20546713,WeiyingKOFF,-,-,13,193,True,379708,193,-,Wilderburg,-,379708,129081,16882,79845,153900,-,31859,-,51,605,-,40296485,43041622,31053824,-,-,-,-,14,18409400,15567200,3510000,160000,-,0,0,0,0,0
20578877,LeisongQFF,-,-,13,193,True,365198,193,-,Wilderburg,-,365198,116671,16882,79845,151800,-,19876,-,16,499,-,28656571,29433989,42248044,-,-,-,-,74,15621400,15045200,3538000,172000,-,0,0,0,0,0
20564292,Xugao829FF,-,-,12,193,True,342188,193,-,Wilderburg,-,342188,115581,16882,69325,140400,-,41547,-,181,547,-,3627600,51322342,34675246,-,-,-,-,-,13846400,14168200,3219500,121000,-,0,0,0,0,0
20578963,VZQTXB24FF,-,-,12,193,True,337341,193,-,Wilderburg,-,337341,108781,16882,61278,150400,-,24640,-,14,484,-,23331164,26800719,28007661,-,-,-,-,23,14956400,15561200,2870000,85000,-,0,0,0,0,0
20577907,HRBCBUBXFF,-,-,12,193,True,329544,193,-,Wilderburg,-,329544,106781,16882,64081,141800,-,27483,-,31,498,-,45818905,28487354,16950697,-,-,-,-,21,16804900,13384700,2951000,96000,-,0,0,0,0,0
8247291,Valkyrias,-,-,12,193,True,316428,193,-,Springwardens,-,316428,68253,43980,64595,139600,-,50,-,-,16,-,1599035,1253835,340278,-,-,-,-,177,3289600,3480400,1492700,10000,3072,0,0,0,0,0
8099493,Krell,-,-,13,193,True,313451,193,1709,Wilderburg,-,313451,23973,7856,97522,184100,208,16679,1,93,129,-,126488,18828,65110,-,-,-,-,280,-,-,-,-,-,0,0,0,0,0
20617779,Yingsun383FF,-,-,12,193,True,293474,193,-,League of Order,-,293474,94811,16882,64081,117700,-,14637,-,15,418,-,24162350,23798897,35462016,-,-,-,-,61,13906900,12229700,2975000,98000,-,0,0,0,0,0
20613427,Yunsun243FF,-,-,12,193,True,291966,193,-,Wilderburg,-,291966,94561,16882,53423,127100,-,21452,-,15,437,-,21539171,34774162,21918748,-,-,-,-,25,12933400,11996200,2589300,61000,-,0,0,0,0,0
20645362,Yingxu698FF,-,-,11,193,True,279466,193,-,Wilderburg,-,279466,95531,16882,45453,121600,-,25326,-,132,376,-,26029138,17850560,16853908,-,-,-,-,-,12668900,10864700,2395800,35000,-,0,0,0,0,0
21010686,Grimm farm 2,201096,~IG~,14,193,True,267650,193,-,League of Order,-,267650,53433,12543,128374,73300,-,64,-,-,9,-,4941000,15876000,3213000,-,-,-,-,48,10038450,8795850,4344050,714750,996,0,0,0,0,0
20630575,AnxiaFEMDFF,-,-,11,193,True,267416,193,-,Wilderburg,-,267416,81381,16882,45453,123700,-,20135,-,14,377,-,25885655,22974293,14807099,-,-,-,-,-,12069400,10358200,2395800,35000,-,0,0,0,0,0
20631957,Zhaoyun764FF,-,-,11,193,True,266716,193,-,League of Order,-,266716,88881,16882,45453,115500,-,21338,-,82,371,-,22469020,23462645,14110000,-,-,-,-,-,11544900,10580700,2395800,35000,-,0,0,0,0,0
20662935,YunyanTFF,-,-,11,193,True,264846,193,-,Wilderburg,-,264846,83011,16882,45453,119500,-,29509,-,254,311,-,24124666,16790652,11785057,-,-,-,-,-,13124400,11273200,2395800,35000,-,0,0,0,0,0
20631892,PingqingLIFF,-,-,11,193,True,261186,193,-,Wilderburg,-,261186,85551,16882,45453,113300,-,18583,-,-,373,-,25767387,30500285,13940655,-,-,-,-,-,11446100,11189500,2395800,35000,-,0,0,0,0,0
20645397,TM2JFECU4EFF,-,-,11,193,True,259134,193,-,Wilderburg,-,259134,73231,16882,41421,127600,-,16605,-,5,323,-,18604612,16302751,18335677,-,-,-,-,-,10748900,8581700,2209300,23500,-,0,0,0,0,0
8114074,draconis rex,-,-,10,193,True,257147,193,4854,League of Order,-,257147,22688,13555,31180,189724,2807,37958,-,109,141,1,6814,32782,23395,-,-,-,-,238,99360,72000,76200,-,720,0,0,932,2010,1912
20658966,Zhangzhi89FF,-,-,11,193,True,252486,193,-,League of Order,-,252486,68131,16882,36773,130700,-,11463,-,-,280,-,14970955,13291518,11746350,-,-,-,-,-,9588400,8263200,2056300,14500,-,0,0,0,0,0
8125807,godolipic,-,-,9,193,True,246456,193,1351,Springwardens,-,247657,35778,17244,23834,169600,-,5788,-,4,73,-,773425,1484268,673050,-,-,-,-,428,500,500,-,-,-,0,0,0,726,625
20629915,LiulinWIFF,-,-,11,193,True,246266,193,-,Wilderburg,-,246266,84431,16882,45453,99500,-,30553,-,91,381,-,17503096,21327327,19668944,-,-,-,-,-,12785400,11149200,2395800,35000,-,0,0,0,0,0
8094750,leorebe 22,-,-,10,193,True,242896,193,2422,Springwardens,-,242896,25949,12854,32443,171650,2176,21106,-,35,25,-,17214,-,-,-,-,-,-,27,226300,194400,133550,500,-,0,0,901,1521,0
8103474,EBULU,-,-,10,193,True,214789,193,-,League of Order,-,214789,28922,10798,31769,143300,-,3433,-,6,99,-,-,101200,109457,-,-,-,-,490,99900,135300,66600,-,150,0,0,0,0,0
16515981,LayO farm2,-,-,11,193,True,189861,193,-,League of Order,-,189861,12570,13583,45984,117724,-,-,-,-,-,-,2898000,2062760,1953472,661400,-,-,-,48,3710500,3679800,2202250,61250,1150,0,0,0,0,0
20672264,Pingtao533FF,-,-,11,193,True,186036,193,-,League of Order,-,186036,56781,16882,33173,79200,-,10422,-,12,230,-,11576940,12318325,7834720,-,-,-,-,-,8967200,7129100,1884900,12500,-,0,0,0,0,0
8208406,Jovaᴹˣ,-,-,10,193,True,185970,193,4475,League of Order,-,185970,31711,11016,32693,110550,-,27233,-,13,9,3,164982,77774,294231,-,-,-,-,223,219100,350200,144750,500,-,0,0,312,3550,613
20672210,Chenzhang143FF,-,-,11,193,True,184136,193,-,League of Order,-,184136,59881,16882,33173,74200,-,8969,-,-,226,-,8235000,9386350,9826800,-,-,-,-,-,8199200,6941100,1884900,12500,-,0,0,0,0,0
8129079,Oarkmight,193799,Ph77,12,193,True,181577,193,1630,Wilderburg,-,181577,4862,1141,57874,117700,1299,9570,-,23,27,7,78055,57671,39015,-,-,-,-,62,146000,142000,61500,1000,706,0,0,404,1051,175
8120534,greco,-,-,11,193,True,177082,193,196,League of Order,-,177082,18110,8839,42633,107500,459,3723,-,1,7,-,-,-,2200,-,-,-,-,33,-,-,-,-,-,0,0,158,38,0
8109851,kilanova,-,-,8,193,True,176842,193,-,League of Order,-,176842,15380,1810,11152,148500,-,1034,-,6,55,-,-,-,-,-,-,-,-,182,5400,5400,-,-,-,0,0,0,0,0
8127528,NUMBERONE,-,-,8,193,True,171827,193,1390,Springwardens,-,171827,11637,1200,11216,147774,586,1908,-,27,34,-,378000,-,-,-,-,-,-,29,364200,389300,114500,-,-,0,0,0,711,679
8105961,Лорд8105961,-,-,9,193,True,171623,193,-,Springwardens,-,171623,15559,2909,16655,136500,-,2304,-,21,48,-,-,-,-,-,-,-,-,59,-,-,-,-,-,0,0,0,0,0
8112593,Ryassinkh999,-,-,10,193,True,168831,193,4054,Wilderburg,-,168831,20035,7588,27084,114124,685,5048,2,21,46,-,-,-,-,-,-,-,-,139,-,-,-,-,600,0,0,0,0,0
20751314,X6RONFY,-,-,10,193,True,155938,193,-,Wilderburg,-,155938,37881,13913,20444,83700,-,14664,-,121,201,-,9806895,6886549,2198110,-,-,-,-,8,5722500,4862900,1389000,-,-,0,0,0,0,0
20749459,FCTQ2L,-,-,10,193,True,154395,193,-,League of Order,-,154395,43941,15099,24255,71100,-,11727,-,28,201,-,9980528,9024350,5479599,-,-,-,-,-,7175900,6250400,1623400,500,-,0,0,0,0,0
8102755,spiziee,-,-,10,193,True,150957,193,358,Springwardens,-,150957,11459,7219,27479,104800,32,2730,-,12,31,-,227,-,-,-,-,-,-,42,192500,206100,167700,2500,687,0,0,0,0,0
8128470,Kingdom of Dece,-,-,10,193,True,150010,193,-,Wilderburg,-,150010,11002,112,27996,110900,-,6405,-,41,63,-,42710,-,-,-,-,-,-,38,737300,829500,290000,-,255,0,0,0,0,0
18424698,EP193,-,-,10,193,True,148578,193,-,Springwardens,-,148609,24484,16841,36183,71070,-,260,-,3,14,-,-,-,-,-,-,-,-,-,1267300,1229400,664500,2500,3028,0,0,0,0,0
20770131,PingwuMXN,-,-,10,193,True,146470,193,-,Wilderburg,-,146470,31231,11966,19873,83400,-,11580,-,94,164,-,6596968,5478211,4384918,-,-,-,-,30,5531000,4673900,1292800,-,-,0,0,0,0,0
8101933,гсоиа,-,-,8,193,True,145887,193,3454,League of Order,-,146555,14184,1829,11374,118500,437,643,-,1,29,-,116956,-,58230,-,-,-,-,677,-,-,-,-,-,0,83,0,193,3178
8125368,Лорд8125368,-,-,7,193,True,136062,193,-,Springwardens,-,147158,11062,1100,5350,118550,-,650,-,1,32,-,-,17640,-,-,-,-,-,127,-,-,-,-,-,0,0,0,0,0
20771869,1QM1ZBADDZ5,-,-,10,193,True,135616,193,-,Wilderburg,-,135616,28702,10841,19873,76200,-,15352,-,71,146,-,3458276,5838213,1892701,-,-,-,-,5,4860500,5214400,1259800,-,-,0,0,0,0,0
20788353,WeixueSXXA,-,-,10,193,True,135360,193,-,Wilderburg,-,135360,26921,11966,19873,76600,-,7576,-,5,134,-,6295742,2316000,4323503,-,-,-,-,11,5551500,4183400,1292800,-,-,0,0,0,0,0
20752121,OSRPDSI7QN9F,-,-,10,193,True,133192,193,-,League of Order,-,133192,33871,11966,24255,63100,-,9040,-,35,196,-,6529000,3872000,6618026,-,-,-,-,63,5476700,4824600,1357900,500,-,0,0,0,0,0
20787471,JunningDVQC,-,-,10,193,True,131570,193,-,League of Order,-,131570,26281,9716,19873,75700,-,5176,-,1,138,-,5139000,5756817,2470456,-,-,-,-,17,4839500,4595400,1226800,-,-,0,0,0,0,0
20768742,YangpingQYA,-,-,10,193,True,129274,193,-,League of Order,-,129274,29131,11670,19873,68600,-,15266,-,90,171,-,11170080,3906350,2714000,-,-,-,-,14,5746000,4994900,1277800,-,-,0,0,0,0,0
20771197,ULWNZ8YZ,-,-,10,193,True,126185,193,-,League of Order,-,126185,25621,13091,19873,67600,-,8490,-,50,152,-,6168000,3386129,3383337,-,-,-,-,4,5027000,3884900,1325800,-,-,0,0,0,0,0
20796835,Liujie404,-,-,9,193,True,126184,193,-,League of Order,-,126184,21991,9240,13753,81200,-,5533,-,-,119,-,4612000,6256816,776160,-,-,-,-,15,3302500,3596000,1026000,-,-,0,0,0,0,0
20856862,66F1DHXH3PD8,-,-,10,193,True,120175,193,-,League of Order,-,120175,25761,10841,19873,63700,-,27873,-,212,103,-,1638350,3418107,2948096,-,-,-,-,31,4233500,4089400,1259800,-,-,0,0,0,0,0
20787770,Taogao83,-,-,10,193,True,114409,193,-,League of Order,-,114409,27991,10545,19873,56000,-,9891,-,84,138,-,4479600,4323850,2660000,-,-,-,-,-,4898700,3888200,1244800,-,-,0,0,0,0,0
20751885,Jiexu303,-,-,10,193,True,113845,193,-,Wilderburg,-,113845,26931,10841,19873,56200,-,20010,-,204,174,-,1219749,2017450,4175653,-,-,-,-,-,4015000,5063900,1259800,-,-,0,0,0,0,0
20786437,WangsongY,-,-,9,193,True,110755,193,-,League of Order,-,110755,29021,11490,15444,54800,-,8732,-,71,140,-,2557652,5968164,3574000,-,-,-,-,2,4685000,4440900,1178300,-,-,0,0,0,0,0
20796007,Wangxue322,290821,-Mgl,10,193,True,107250,193,-,League of Order,-,107250,19061,9716,19873,58600,-,4566,-,4,102,-,2839000,440000,3416000,-,-,-,-,7,4303500,3529400,1286800,-,-,0,0,0,0,0
20796564,WangjieV,-,-,9,193,True,104654,193,-,League of Order,-,104654,22081,9420,13753,59400,-,5227,-,1,120,-,3478869,3253142,2245850,-,-,-,-,7,3689300,3584200,1036500,-,-,0,0,0,0,0
19513135,nooooob,-,-,9,193,True,98671,193,-,League of Order,-,98671,19940,15338,17993,45400,-,-,-,-,-,-,-,-,-,-,-,-,-,77,2462600,583600,115200,-,960,0,0,0,0,0
